providers,urc_code,urc_cat,metric,new_rank,n_tracts,n_counties,n_missing,pop,mean,pop_weighted_mean,sd,p025,p250,median,p750,p975,min,max
All,1,Large central metro (1),geodesic_km,12,22671,68,0,98876565,4.634755976285911,5.011789007576363,4.5267626933242076,0.5914430859487463,2.1358447676826757,3.6503193081127097,5.788460727692531,15.154170280302393,0.03758598564399805,100.2139953835144
All,2,Large fringe metro (2),geodesic_km,12,16595,368,0,79764236,10.021980465965342,10.167549452719973,9.661761578031504,1.3423069501717424,3.913397273281343,6.6313866869336255,12.341618908124783,37.10603634845169,0.13877787905560324,114.88133403791178
All,3,Medium metro (3),geodesic_km,12,14971,372,0,66957575,13.044437776587781,13.223557971499133,21.34522885390247,1.2150498269826655,4.062541909719291,7.720559613640669,16.439362826000057,51.055739853731595,0.11018055777829462,1921.882954565852
All,4,Small metro (4),geodesic_km,12,6653,358,0,29312699,19.809451491144863,19.549557370028655,20.36297678724309,1.6584176890935178,5.695508872206447,13.505192726934608,26.940707119536157,76.17591332248128,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,12,12166,1976,0,46093332,52.13818392411742,49.338052964355754,43.77554876538746,4.819559535795947,28.368143340169272,43.30191677932642,65.41142041692808,153.23814435798633,0.1683975279468278,1626.3357238139631
All,5,Micropolitan (5),geodesic_km,12,6654,641,0,27214881,43.80032900107929,42.94868101525514,32.853552427804175,3.332990045137479,22.525684628741583,36.01304767025084,56.87732703976342,142.7890592055634,0.1683975279468278,245.89079763691478
All,6,Non-core (6),geodesic_km,12,5512,1335,0,18878451,62.20351169224073,58.54887207549529,52.36176432619517,17.014575519429716,36.70096479363524,51.779184579544165,73.80563488593144,161.38297437308802,0.6244646093886503,1626.3357238139631
All,99,All,geodesic_km,13,73056,3142,0,321004407,17.547110816234188,16.322441705522877,28.041164342885093,0.989689148398341,3.6537345107872516,7.180635730751387,20.868794849094662,88.08710340258314,0.03758598564399805,1921.882954565852
All,1234,Urban (1-4),geodesic_km,13,60890,1166,0,274911075,10.265168081076716,10.48422990242337,15.18187553016136,0.911732195105782,3.238949714100694,5.747339037326535,11.511466764258328,45.483190664979986,0.03758598564399805,1921.882954565852
All,1,Large central metro (1),geodesic_km,13,22671,68,0,98876565,4.784594383831924,5.173580560768581,4.615945325001032,0.6128128532394749,2.217969508272418,3.783115519328198,5.976595751824818,15.403855523784003,0.03758598564399805,100.26316194178605
All,2,Large fringe metro (2),geodesic_km,13,16595,368,0,79764236,10.355035986946717,10.501232864293867,9.84902733420141,1.454206043686054,4.087619120822113,6.941912543300058,12.811054037482258,37.96685322318503,0.13877787905560324,114.88133403791178
All,3,Medium metro (3),geodesic_km,13,14971,372,0,66957575,13.592874048891204,13.743291695236588,21.953683005882645,1.2911369647662203,4.239559280892699,8.016575664279149,17.014298555128267,52.03367808634935,0.11018055777829462,1921.882954565852
All,4,Small metro (4),geodesic_km,13,6653,358,0,29312699,21.228589447103076,20.907141219360593,21.517911908112325,1.792556495042899,6.141566132279905,14.488876501869377,28.539383544294893,79.06271904574974,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,13,12166,1976,0,46093332,53.992737410327436,51.14285961038974,44.436176526368286,5.565357441419508,29.46116497321224,44.70592787607977,67.43749114213516,156.1787237285378,0.1683975279468278,1626.3954733456474
All,5,Micropolitan (5),geodesic_km,13,6654,641,0,27214881,45.87577761903743,44.97240736364707,34.00965873734973,3.6878747163123635,23.93828126543943,37.26784564020251,58.65080084377119,148.05071658551924,0.1683975279468278,245.89079763691478
All,6,Non-core (6),geodesic_km,13,5512,1335,0,18878451,63.791404037911576,60.03808748746951,52.789754522216,18.53401917254196,37.90235307652134,53.12917482968956,75.64540517080977,164.6931405545933,0.6244646093886503,1626.3954733456474
All,99,All,geodesic_km,14,73056,3142,0,321004407,18.115335503562292,16.857768347588404,28.641288770286558,1.0220461969367143,3.8014308207290606,7.469911724424353,21.718386086621052,90.6252055425602,0.04635429211203583,1921.882954565852
All,1234,Urban (1-4),geodesic_km,14,60890,1166,0,274911075,10.633034641201244,10.85539191649246,15.611181542798723,0.9456656743251733,3.3739019289705725,5.963325229444686,11.959091890832186,46.94714396845981,0.04635429211203583,1921.882954565852
All,1,Large central metro (1),geodesic_km,14,22671,68,0,98876565,4.9352021697452395,5.3338314397361275,4.724359257329367,0.6358704235889655,2.3089848669308224,3.9217599264909095,6.167500220877463,15.649157689206,0.04635429211203583,115.17333198764052
All,2,Large fringe metro (2),geodesic_km,14,16595,368,0,79764236,10.676193593832199,10.834050954867134,10.016106012617755,1.5159740218160234,4.241580524960673,7.217161429266769,13.263243486112263,38.88900468491875,0.13877787905560324,114.88133403791178
All,3,Medium metro (3),geodesic_km,14,14971,372,0,66957575,14.06477121739267,14.203541127807092,22.633955265935946,1.353033650419897,4.429286208500716,8.326003515821059,17.479528931875787,52.887275970093036,0.11018055777829462,1921.882954565852
All,4,Small metro (4),geodesic_km,14,6653,358,0,29312699,22.219207624713423,21.890582737821724,21.912247929651343,1.902713032945428,6.612680158294102,15.686433796782465,30.114255509894726,81.9257985806577,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,14,12166,1976,0,46093332,55.56374085529371,52.657301287130494,44.986386549151234,6.049443962744484,30.85194084246119,46.06181119136917,68.72702920914767,160.5846679322748,0.1683975279468278,1626.3954733456474
All,5,Micropolitan (5),geodesic_km,14,6654,641,0,27214881,47.50104844467985,46.580716640956375,34.77263768271529,3.882067616059022,25.29702940223621,38.74629267957221,60.23747393700035,149.73761938983557,0.1683975279468278,259.12640131999655
All,6,Non-core (6),geodesic_km,14,5512,1335,0,18878451,65.29689675156087,61.41721109286908,53.23861972885369,19.130583266642528,39.084704561883854,54.37471752283086,76.91009182588107,169.8011500491633,0.6244646093886503,1626.3954733456474
All,99,All,geodesic_km,15,73056,3142,0,321004407,18.689357173542014,17.411338066644,29.211454565747307,1.0633557485113596,3.950974367772012,7.754753190155153,22.531929405885492,92.89912957167893,0.04635429211203583,1921.882954565852
All,1234,Urban (1-4),geodesic_km,15,60890,1166,0,274911075,11.050251364131919,11.282522015299365,16.131063425099544,0.9807874089913936,3.5051004307323463,6.172258338351566,12.431185742537888,48.85630915211838,0.04635429211203583,1921.882954565852
All,1,Large central metro (1),geodesic_km,15,22671,68,0,98876565,5.076119841313911,5.489263967686633,4.792054917128907,0.6516724228474494,2.3843491036735607,4.05332400212209,6.353435911341855,15.962577629974462,0.04635429211203583,115.17333198764052
All,2,Large fringe metro (2),geodesic_km,15,16595,368,0,79764236,11.029666403405082,11.225285649306333,10.256482775624464,1.6324969520761128,4.376555734556621,7.472898662417813,13.67995906664861,39.69274435686724,0.13877787905560324,114.90428437200379
All,3,Medium metro (3),geodesic_km,15,14971,372,0,66957575,14.591176125622203,14.71056142319969,23.383377588030722,1.4299150122559805,4.600588116889588,8.617100652611525,18.046264729621846,53.79873607958499,0.11029312703384991,1921.882954565852
All,4,Small metro (4),geodesic_km,15,6653,358,0,29312699,23.491249195606112,23.149380988400505,22.494323771805348,1.9967997365770476,7.128199500207346,16.76738931935397,31.87743456473967,82.97432152145836,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,15,12166,1976,0,46093332,56.92256058756312,53.964985547637745,45.475260958640895,6.521198100050135,31.62805702453388,47.44129002266235,70.11326295239314,163.75927266040787,0.2171920408782574,1626.3954733456474
All,5,Micropolitan (5),geodesic_km,15,6654,641,0,27214881,48.85334175220979,47.90075056598227,35.389135278967586,4.338460874556224,26.133411958969376,39.73137997268371,61.97932650358942,152.15160064377667,0.2171920408782574,260.75295077332373
All,6,Non-core (6),geodesic_km,15,5512,1335,0,18878451,66.66359508147477,62.70709226930633,53.66072354108121,20.343778377156585,39.81331436090864,55.44431391714387,78.53745766626405,172.98902808179355,0.6244646093886503,1626.3954733456474
All,99,All,geodesic_km,16,73056,3142,0,321004407,19.241150007393617,17.937639603883927,29.77717452751062,1.1018745763651887,4.096618377740705,8.048481096963265,23.21579821838443,94.59771104632375,0.04635429211203583,1932.7605195392314
All,1234,Urban (1-4),geodesic_km,16,60890,1166,0,274911075,11.390407183939551,11.628284487245287,16.412557979319594,1.017531102536255,3.6362298787813696,6.4040651127564185,12.931836695363074,50.16214807163407,0.04635429211203583,1932.7605195392314
All,1,Large central metro (1),geodesic_km,16,22671,68,0,98876565,5.220164981179614,5.647738963236552,4.851893461473418,0.672303494256978,2.4687152456376014,4.1820952151894355,6.5669378882026095,16.308088133834865,0.04635429211203583,115.17333198764052
All,2,Large fringe metro (2),geodesic_km,16,16595,368,0,79764236,11.326019929549338,11.530938442132213,10.421906854704334,1.680836383997805,4.528484450962592,7.714059575142026,14.059456504565297,40.49916551965363,0.13877787905560324,115.1998534468322
All,3,Medium metro (3),geodesic_km,16,14971,372,0,66957575,15.003719613827103,15.102050974858036,23.667807129844007,1.4938918647627069,4.763876027788107,8.925311164520423,18.550944100184285,57.30302560231324,0.11029312703384991,1932.7605195392314
All,4,Small metro (4),geodesic_km,16,6653,358,0,29312699,24.44604630576874,24.131587271794647,22.896850201121033,2.0658318390580708,7.644599935874391,17.880411578213533,33.113495522273645,84.52958666329147,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,16,12166,1976,0,46093332,58.533582238210506,55.56806297340469,46.087077372514386,8.17950237371319,32.74049143334742,48.80664835657669,71.66924440488594,168.5965919908659,0.2171920408782574,1626.3954733456474
All,5,Micropolitan (5),geodesic_km,16,6654,641,0,27214881,50.5769560723609,49.6685323470923,36.18710628341269,5.393934737199665,27.491165466044826,41.22449267327312,63.999187041478365,157.39395150263795,0.2171920408782574,266.31908180050107
All,6,Non-core (6),geodesic_km,16,5512,1335,0,18878451,68.1386966263751,64.07273446106791,54.212431858665596,20.946446586299558,40.720846231214765,56.79821769257761,79.9010623591155,179.10848224799082,0.7847932107659207,1626.3954733456474
All,99,All,geodesic_km,17,73056,3142,0,321004407,19.89816474515903,18.58975445672217,30.51013716543315,1.147018254883509,4.2373388971605666,8.354209710464016,24.18298996768393,96.80790586644883,0.04635429211203583,1935.8746271780715
All,1234,Urban (1-4),geodesic_km,17,60890,1166,0,274911075,11.911475310866072,12.174437053837773,17.314763745607706,1.0490297769133208,3.7676769200059037,6.613988767391888,13.407551208951407,52.74963021800836,0.04635429211203583,1935.8746271780715
All,1,Large central metro (1),geodesic_km,17,22671,68,0,98876565,5.357837222491361,5.799625199716635,4.907549844760999,0.6898784726993606,2.5499692787532693,4.3079987351755005,6.734738962983223,16.56598672213287,0.04635429211203583,115.17333198764052
All,2,Large fringe metro (2),geodesic_km,17,16595,368,0,79764236,11.646349188439677,11.85238792238335,10.635785662862833,1.7541105427524626,4.692763136724777,7.955972555258017,14.501173048012165,41.49182058016966,0.13877787905560324,115.59868569742254
All,3,Medium metro (3),geodesic_km,17,14971,372,0,66957575,15.821533177986753,16.03503855879035,25.128518629163107,1.5663680188758704,4.964053282685045,9.259806489506762,19.108564093571758,65.00053866529714,0.11029312703384991,1935.8746271780715
All,4,Small metro (4),geodesic_km,17,6653,358,0,29312699,26.1065483267304,25.73548739480876,24.009042660008937,2.1633327031382086,8.292024954810861,19.312184002766625,35.48612279607588,93.27161346029125,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,17,12166,1976,0,46093332,59.87100048855031,56.852160908335534,46.60865104192749,9.544499259118854,33.62184386450066,50.135604720477076,73.35139954237107,171.9050425255447,0.2171920408782574,1626.9413894716556
All,5,Micropolitan (5),geodesic_km,17,6654,641,0,27214881,51.9585708510789,51.03133234029252,36.724421428883716,6.11979005697034,28.072517546631428,42.270470416495236,65.45692920013639,160.38761278604125,0.2171920408782574,270.561496174332
All,6,Non-core (6),geodesic_km,17,5512,1335,0,18878451,69.42276152043252,65.2433767342892,54.77485678221651,21.71658805969006,41.579213738221064,58.16105327737063,81.34170605247668,182.61135032397334,2.1646316160018855,1626.9413894716556
All,99,All,geodesic_km,18,73056,3142,0,321004407,20.482980075520107,19.149681241223437,31.149555521239574,1.181434436301302,4.3704168303354205,8.619165837988604,25.039578140531056,99.79825728747525,0.04635429211203583,1936.2569400833363
All,1234,Urban (1-4),geodesic_km,18,60890,1166,0,274911075,12.319923536543747,12.581741607582748,17.958180305866208,1.079830456540544,3.8896384530790598,6.8272738779449185,13.855158412089805,54.37862840403719,0.04635429211203583,1936.2569400833363
All,1,Large central metro (1),geodesic_km,18,22671,68,0,98876565,5.492773943054016,5.9501288513101835,4.987399527116253,0.7112300583197886,2.6191160574504946,4.424538020412529,6.903134103156169,17.065526983300416,0.04635429211203583,125.30081600550847
All,2,Large fringe metro (2),geodesic_km,18,16595,368,0,79764236,11.965154693160464,12.175890006488336,10.82399452067423,1.810530843374939,4.840104227314557,8.253465498457976,14.974950556102534,42.26834413065493,0.13877787905560324,115.61277636189426
All,3,Medium metro (3),geodesic_km,18,14971,372,0,66957575,16.24185353145405,16.46239163434498,25.88843032945377,1.6364693465911406,5.100465258697881,9.574466010060126,19.478013348275198,66.06252110586613,0.11536924427162971,1936.2569400833363
All,4,Small metro (4),geodesic_km,18,6653,358,0,29312699,27.643910224676773,27.19126689985972,25.25884701499339,2.2873809973828747,8.80234094611021,21.037131577492243,36.90925021638906,104.09328182989904,0.15147750777067204,188.45112931025582
All,56,Rural (5-6),geodesic_km,18,12166,1976,0,46093332,61.33852114557358,58.3223612553146,47.0098875474336,10.804708262426116,34.63007044852943,51.255417093323075,75.583781600198,176.17028782959153,0.3854439194855838,1627.8095362296615
All,5,Micropolitan (5),geodesic_km,18,6654,641,0,27214881,53.504249514959255,52.631207583776835,37.22902454713775,6.794865188982236,29.171777922455647,43.19679093331134,67.66094397073421,163.98420114344435,0.3854439194855838,296.3790070205451
All,6,Non-core (6),geodesic_km,18,5512,1335,0,18878451,70.79593105669616,66.5266397696701,55.149177665699156,22.402565110458116,42.622225165486206,59.314364738792804,83.25137045651273,188.90596411535776,2.1646316160018855,1627.8095362296615
All,99,All,geodesic_km,19,73056,3142,0,321004407,21.103204805292616,19.738983884649965,31.80899200821735,1.2113388850586515,4.501370889480268,8.923291423017375,25.875954237018433,102.02364272960273,0.04635429211203583,1937.1052899501678
All,1234,Urban (1-4),geodesic_km,19,60890,1166,0,274911075,12.761699376600635,13.027710986137825,18.471712462128064,1.115852216726784,4.0169610911082785,7.0540894862406915,14.377453977226926,56.68269907978881,0.04635429211203583,1937.1052899501678
All,1,Large central metro (1),geodesic_km,19,22671,68,0,98876565,5.621743298379107,6.091498248329475,5.044668019806422,0.7254719044285738,2.6966351198359955,4.5330130554194294,7.076075271655598,17.26851340033081,0.04635429211203583,125.36952589397161
All,2,Large fringe metro (2),geodesic_km,19,16595,368,0,79764236,12.241840551256658,12.453990918185122,10.961333558639778,1.8624975617979889,5.003248905133779,8.485820147276643,15.396722463911164,43.022624207047414,0.13877787905560324,115.90076763562502
All,3,Medium metro (3),geodesic_km,19,14971,372,0,66957575,16.768652352721034,17.001828859621835,26.36831303614437,1.6920335575020349,5.277087652497968,9.978316595430679,20.10000060426271,69.570163940147,0.11536924427162971,1937.1052899501678
All,4,Small metro (4),geodesic_km,19,6653,358,0,29312699,29.372086938669636,28.90799334939632,26.182844450933516,2.4113418252457324,9.59384694610983,22.617393891335237,39.55140849208534,107.60914085485138,0.19126315380468636,188.45112931025582
All,56,Rural (5-6),geodesic_km,19,12166,1976,0,46093332,62.85187039406911,59.76653596416417,47.718891073415975,12.023329888897216,35.6338378296237,52.38330670268481,77.17282938513065,178.33203530097646,0.6961646429694827,1627.8095362296615
All,5,Micropolitan (5),geodesic_km,19,6654,641,0,27214881,55.04825172506292,54.13450490207948,38.00550863327357,7.662819721280349,30.54294470221802,44.5941245267383,69.48173016238778,166.08424640223956,0.6961646429694827,320.2336455581433
All,6,Non-core (6),geodesic_km,19,5512,1335,0,18878451,72.2722765304202,67.88558424534668,55.86090907643243,23.122774969077074,43.39583252386293,60.18878956705424,84.99992298786314,190.8867838699184,2.1646316160018855,1627.8095362296615
All,99,All,geodesic_km,20,73056,3142,0,321004407,21.710480111990115,20.336426817566437,32.524240086410664,1.2483948238586196,4.643036326806534,9.207501867371017,26.875222010487857,104.5378009480523,0.04635429211203583,1938.3841327831312
All,1234,Urban (1-4),geodesic_km,20,60890,1166,0,274911075,13.223476997178206,13.505895148785308,19.083829144068705,1.1536146982539592,4.133456007106847,7.269930875159253,14.860713292206674,59.244388342047635,0.04635429211203583,1938.3841327831312
All,1,Large central metro (1),geodesic_km,20,22671,68,0,98876565,5.762208992962369,6.244990612642308,5.112342361065707,0.7477248185200417,2.769300246491545,4.656201618011109,7.259297538760297,17.541196557468933,0.04635429211203583,126.39508557823268
All,2,Large fringe metro (2),geodesic_km,20,16595,368,0,79764236,12.51787103563156,12.740271371519347,11.122155327125167,1.9594479593352483,5.165814040304991,8.68506600424688,15.778005936747189,43.55586452866848,0.13877787905560324,115.9248612919338
All,3,Medium metro (3),geodesic_km,20,14971,372,0,66957575,17.272725556098585,17.511917494750584,26.776157277357044,1.7663339630135688,5.4427827535512066,10.231267242228494,20.707845611123716,71.37287420719989,0.13321726590509014,1938.3841327831312
All,4,Small metro (4),geodesic_km,20,6653,358,0,29312699,31.296923213899518,30.930737306859722,27.711169688743894,2.5528171617929685,10.548530680334467,24.329209344058334,40.79381655170326,112.59374820923173,0.19126315380468636,188.45112931025582
All,56,Rural (5-6),geodesic_km,20,12166,1976,0,46093332,64.18735169352037,61.07526522235271,48.628867269637524,13.138971491376086,36.569542996714745,53.59630141358218,78.77508443894219,183.05499236112786,0.7315803775558243,1627.8095362296615
All,5,Micropolitan (5),geodesic_km,20,6654,641,0,27214881,56.38141595002321,55.469458992327816,38.59515172378445,8.742440333704796,31.166836613416027,45.70312711258373,71.16899717070942,169.32892927122447,0.7315803775558243,320.38495008963093
All,6,Non-core (6),geodesic_km,20,5512,1335,0,18878451,73.61055496587707,69.15650819399197,57.09072055599964,23.55724202031043,43.99528215113149,61.221455488717,86.61236226839912,195.55673712113128,2.1646316160018855,1627.8095362296615
All,99,All,road_km,1,73056,3142,2,321004407,8.579695157007146,7.862353610566994,14.556504298196813,0.38,1.62,3.36,8.62,48.99675000000003,0,446.29
All,1234,Urban (1-4),road_km,1,60890,1166,1,274911075,5.451361658099164,5.522525825377561,8.17785540600956,0.36,1.44,2.81,5.7,28.657999999999955,0,174.5
All,1,Large central metro (1),road_km,1,22671,68,0,98876565,2.6739032243835736,2.8794035681761394,3.4674293649173893,0.26,0.99,1.86,3.255,9.7325,0,101.74
All,2,Large fringe metro (2),road_km,1,16595,368,0,79764236,5.7279638445314855,5.729060225437375,7.2982130622854084,0.49,1.79,3.35,6.45,26.105999999999987,0,129.6
All,3,Medium metro (3),road_km,1,14971,372,0,66957575,7.225995591476855,7.247827859357213,9.867861340258845,0.47,1.93,3.79,8.29,35.2475,0,174.5
All,4,Small metro (4),road_km,1,6653,358,1,29312699,10.233307276007215,9.935366525051919,12.757543606640985,0.54,2.28,5.28,13.39,45.745249999999956,0,163.26
All,56,Rural (5-6),road_km,1,12166,1976,1,46093332,24.2378207973695,21.817553130895377,25.369420133551316,0.96,6.39,17.39,33.02,90.63499999999998,0,446.29
All,5,Micropolitan (5),road_km,1,6654,641,1,27214881,16.991396362543213,16.26733077980389,18.97966502457163,0.7830000000000001,4.13,11.65,22.74,69.29499999999993,0.01,279.21
All,6,Non-core (6),road_km,1,5512,1335,0,18878451,32.98427612481858,29.81866724817624,29.08382283817222,1.6277499999999998,13.2,26.215,44.7825,107.04474999999994,0,446.29
All,99,All,road_km,2,73056,3142,20,321004407,10.986190645708966,10.118266610020584,18.32018381332311,0.58,2.21,4.44,11.46,60.41,0,904.77
All,1234,Urban (1-4),road_km,2,60890,1166,8,274911075,6.817322854045531,6.939673030202321,9.485731616887344,0.54,1.98,3.71,7.38,33.73,0,192.15
All,1,Large central metro (1),road_km,2,22671,68,0,98876565,3.4492020643112347,3.704315348839232,4.536956816336412,0.42,1.37,2.47,4.18,11.8,0,150.76
All,2,Large fringe metro (2),road_km,2,16595,368,0,79764236,7.227396203675806,7.27683473656038,8.392195176548269,0.74,2.48,4.4,8.485,31.307499999999983,0,130
All,3,Medium metro (3),road_km,2,14971,372,0,66957575,8.920742769354085,8.987270252842938,11.197019803247155,0.73,2.62,4.99,10.73,41.11749999999999,0,192.15
All,4,Small metro (4),road_km,2,6653,358,8,29312699,12.545419112114372,12.260448892906158,14.627631957030676,0.8110000000000003,3.14,6.95,16.88,51.506999999999984,0,175.61
All,56,Rural (5-6),road_km,2,12166,1976,12,46093332,31.86894602599967,29.09127453747994,32.2964651566437,1.53,10.52,24.445,43.71,107.48274999999991,0.01,904.77
All,5,Micropolitan (5),road_km,2,6654,641,1,27214881,22.762424470163836,22.111825578072523,23.35835470608021,1.26,6.17,16.69,31.02,82.99199999999998,0.01,287.66
All,6,Non-core (6),road_km,2,5512,1335,11,18878451,42.88252317760407,39.173426140818684,37.72610006150383,2.505,20.92,36,55.95,123.57,0.04,904.77
All,99,All,road_km,3,73056,3142,20,321004407,12.771550742099787,11.777335901512538,20.64723915896651,0.71,2.63,5.21,13.72,68.5325,0,905.33
All,1234,Urban (1-4),road_km,3,60890,1166,8,274911075,7.7971196741237145,7.962795734207598,10.569122193830914,0.66,2.35,4.33,8.59,37.30974999999999,0,212.43
All,1,Large central metro (1),road_km,3,22671,68,0,98876565,3.9702620087336244,4.2719821780823395,5.171840841567097,0.5,1.63,2.9,4.83,13.51,0,163.86
All,2,Large fringe metro (2),road_km,3,16595,368,0,79764236,8.344275986742995,8.43587141573073,9.38079814538832,0.96,2.96,5.16,9.91,35.091499999999996,0,155.37
All,3,Medium metro (3),road_km,3,14971,372,0,66957575,10.050450871685259,10.15009963771836,11.971126820192465,0.8724999999999999,3.1,5.85,12.445,43.485,0,209.17
All,4,Small metro (4),road_km,3,6653,358,8,29312699,14.410213694507148,14.131262556753095,16.844881118075072,1.01,3.76,8.31,19.45,56.969,0,212.43
All,56,Rural (5-6),road_km,3,12166,1976,12,46093332,37.68954582853382,34.54630557835519,35.46035134219653,1.97,14.765,30.34,50.58,121.88399999999994,0.01,905.33
All,5,Micropolitan (5),road_km,3,6654,641,1,27214881,27.003142943033218,26.190241979746304,26.135344831395706,1.6130000000000002,8.29,20.79,37.38,91.637,0.01,445.78
All,6,Non-core (6),road_km,3,5512,1335,11,18878451,50.6138574804581,46.61704361201623,40.585024980659746,4.31,27.11,42.66,64.62,142.82999999999998,0.04,905.33
All,99,All,road_km,4,73056,3142,20,321004407,14.225458130237143,13.122325959939497,22.510377739709394,0.8187499999999999,2.98,5.83,15.47,75.58125,0,905.33
All,1234,Urban (1-4),road_km,4,60890,1166,8,274911075,8.540202358661016,8.726324232413239,11.18807417814855,0.76,2.66,4.83,9.53,39.92,0,256.28
All,1,Large central metro (1),road_km,4,22671,68,0,98876565,4.360164527369768,4.7057519727753485,5.361578776197423,0.56,1.84,3.24,5.32,14.6325,0,163.91
All,2,Large fringe metro (2),road_km,4,16595,368,0,79764236,9.204180174751432,9.27399906807858,10.012595471108046,1.12,3.36,5.79,10.98,37.30149999999999,0,155.44
All,3,Medium metro (3),road_km,4,14971,372,0,66957575,10.953466702291097,11.092907102743789,12.539891421070914,1,3.47,6.57,13.66,45.707499999999996,0,209.17
All,4,Small metro (4),road_km,4,6653,358,8,29312699,15.70618359668924,15.394802862606786,17.860913068923182,1.131,4.28,9.34,21.31,60.39399999999994,0,256.28
All,56,Rural (5-6),road_km,4,12166,1976,12,46093332,42.70412703636663,39.362036552398884,38.01444436958192,2.41825,18.1025,35.205,56.85,137.58099999999993,0.01,905.33
All,5,Micropolitan (5),road_km,4,6654,641,1,27214881,31.451860814670074,30.552777094266922,29.347056457581242,1.98,10.43,24.58,43.27,103.32899999999994,0.01,623.49
All,6,Non-core (6),road_km,4,5512,1335,11,18878451,56.31280312670424,52.08743792528507,42.58066028775331,5.775,31.18,47.91,70.74,155.9,0.04,905.33
All,99,All,road_km,5,73056,3142,20,321004407,15.518217591324825,14.341222469572127,23.983624203181563,0.91,3.3,6.44,17.23,80.29,0,905.33
All,1234,Urban (1-4),road_km,5,60890,1166,8,274911075,9.24425807299366,9.456171988962328,11.757371033650452,0.84,2.94,5.29,10.45,41.969499999999975,0,265.87
All,1,Large central metro (1),road_km,5,22671,68,0,98876565,4.70599620660756,5.082281580069049,5.5392642019708465,0.62,2.02,3.54,5.71,15.684999999999999,0,163.91
All,2,Large fringe metro (2),road_km,5,16595,368,0,79764236,10.015524555589034,10.094753138486778,10.58920070005838,1.2585000000000002,3.71,6.35,12.02,39.917499999999976,0,155.7
All,3,Medium metro (3),road_km,5,14971,372,0,66957575,11.820964531427427,11.983336080794443,13.06457071909724,1.1125,3.86,7.35,15,47.5525,0.02,209.17
All,4,Small metro (4),road_km,5,6653,358,8,29312699,16.99623626787058,16.702498814300338,18.722730004177023,1.31,4.75,10.36,23.32,65.17099999999998,0,265.87
All,56,Rural (5-6),road_km,5,12166,1976,12,46093332,46.94583017936482,43.50006243046704,39.741123407985704,2.94,21.5025,39.58,61.857499999999995,145.777,0.04,905.33
All,5,Micropolitan (5),road_km,5,6654,641,1,27214881,35.529443859912824,34.61185283962844,31.41176706656088,2.273,13.44,28.78,48.41,117.33899999999991,0.33,634.34
All,6,Non-core (6),road_km,5,5512,1335,11,18878451,60.75299581894201,56.33951108870219,44.137372031644574,7.805,34.88,51.64,75.25,164.815,0.04,905.33
All,99,All,road_km,6,73056,3142,20,321004407,16.638122432772878,15.404048048307747,25.160407983190463,1,3.57,6.97,18.86,84.48,0,905.33
All,1234,Urban (1-4),road_km,6,60890,1166,8,274911075,9.897426661410597,10.13050230924092,12.302846136311098,0.93,3.19,5.68,11.29,44.389749999999985,0,276.18
All,1,Large central metro (1),road_km,6,22671,68,0,98876565,5.031037889815182,5.438410314415757,5.725866305873096,0.68,2.19,3.82,6.11,16.794999999999998,0,163.91
All,2,Large fringe metro (2),road_km,6,16595,368,0,79764236,10.684751431153963,10.786036705598233,11.060749742444704,1.4,4.03,6.83,12.84,41.9,0.09,158.18
All,3,Medium metro (3),road_km,6,14971,372,0,66957575,12.666712310466902,12.832591509175773,13.548132956187178,1.22,4.18,7.98,16.33,49.1,0.02,211.43
All,4,Small metro (4),road_km,6,6653,358,8,29312699,18.294908954100826,18.004715199156077,19.64172871245436,1.43,5.16,11.47,25.02,69.1349999999999,0,276.18
All,56,Rural (5-6),road_km,6,12166,1976,12,46093332,50.40371729471779,46.88181411076076,40.96699759299109,3.29,24.3125,43.004999999999995,66.0275,153.30175,0.04,905.33
All,5,Micropolitan (5),road_km,6,6654,641,1,27214881,38.80687208777995,37.85146510873959,33.00938669413676,2.5060000000000002,15.95,31.8,52.58,125.184,0.33,634.34
All,6,Non-core (6),road_km,6,5512,1335,11,18878451,64.42913288493001,59.926590023437726,45.06825753245416,11.684999999999999,37.87,54.87,79.22,170.04000000000002,0.04,905.33
All,99,All,road_km,7,73056,3142,20,321004407,17.740974861712033,16.434756718682117,26.48188713738292,1.07,3.83,7.45,20.33,89.72,0,905.33
All,1234,Urban (1-4),road_km,7,60890,1166,8,274911075,10.505608225748169,10.756407064423922,12.889953454133437,1,3.41,6.06,12,46.51,0,319.85
All,1,Large central metro (1),road_km,7,22671,68,0,98876565,5.31682016673283,5.74347118065843,5.860530829929113,0.73,2.36,4.05,6.51,17.54,0.03,163.91
All,2,Large fringe metro (2),road_km,7,16595,368,0,79764236,11.355209400421813,11.46141145437662,11.573300404615525,1.53,4.32,7.32,13.815000000000001,44.1315,0.19,159.82
All,3,Medium metro (3),road_km,7,14971,372,0,66957575,13.428996727005543,13.623841682886514,14.061023165010072,1.34,4.44,8.49,17.439999999999998,50.475,0.02,213.58
